item_id,data_points,mean,std,min,max
102,236,39.33898162841797,9.08968448638916,23.0,100.0
107,236,23.597457885742188,15.525369644165039,0.0,72.0
24,236,44.28813552856445,17.136837005615234,18.0,100.0
103,236,50.52118682861328,14.047874450683594,25.0,100.0
21,236,61.49576187133789,11.416051864624023,38.0,100.0
23,236,27.538135528564453,25.132081985473633,0.0,100.0
104,236,31.898305892944336,17.994062423706055,11.0,100.0
106,236,44.22457504272461,16.412466049194336,0.0,100.0
22,236,48.73305130004883,16.42034912109375,22.0,100.0
95,236,18.644067764282227,12.93597412109375,5.0,100.0
17,236,37.783897399902344,12.628656387329102,17.0,100.0
31,236,21.50423812866211,23.833904266357422,0.0,100.0
111,236,16.156780242919922,18.916093826293945,0.0,100.0
12,236,67.2796630859375,10.731220245361328,44.0,100.0
39,236,23.843219757080078,19.255552291870117,5.0,100.0
85,236,51.694915771484375,11.549824714660645,24.0,100.0
116,236,13.868643760681152,16.403663635253906,0.0,100.0
38,236,74.56779479980469,9.384425163269043,51.0,100.0
86,236,13.440677642822266,11.517888069152832,5.0,100.0
13,236,26.13559341430664,16.7571964263916,0.0,100.0
37,236,54.29237365722656,13.49400806427002,32.0,100.0
87,236,42.02118682861328,16.180248260498047,17.0,100.0
115,236,18.101694107055664,17.924222946166992,0.0,100.0
88,236,39.690677642822266,26.271432876586914,0.0,100.0
14,236,47.98305130004883,13.27127742767334,22.0,100.0
36,236,42.18220520019531,16.76168441772461,22.0,100.0
40,236,55.95762634277344,10.683738708496094,37.0,94.0
89,236,23.779661178588867,29.70965003967285,0.0,100.0
35,236,21.516948699951172,26.028419494628906,0.0,100.0
90,236,30.144067764282227,9.870582580566406,19.0,100.0
15,236,54.915252685546875,11.614628791809082,34.0,100.0
34,236,63.33898162841797,12.239641189575195,39.0,100.0
91,236,26.04660987854004,18.695653915405273,8.0,100.0
113,236,5.03389835357666,6.537937164306641,1.0,100.0
33,236,53.72457504272461,12.842774391174316,26.0,100.0
92,236,45.173728942871094,24.65317726135254,0.0,100.0
16,236,8.610169410705566,20.332839965820312,0.0,100.0
32,236,36.690677642822266,10.128082275390625,19.0,100.0
93,236,31.190677642822266,11.745251655578613,15.0,100.0
112,236,33.75847625732422,12.207464218139648,16.0,100.0
94,236,26.49576187133789,12.48745059967041,9.0,100.0
114,236,23.6610164642334,20.742046356201172,0.0,100.0
59,236,0.4237288236618042,6.495640277862549,0.0,100.0
105,236,19.915254592895508,24.30284881591797,0.0,100.0
60,236,15.855932235717773,11.429055213928223,7.0,100.0
61,236,37.220340728759766,12.264483451843262,14.0,100.0
